COGS,COGS Local,Item Name,Bundle,Category,Sub-category,Contribution,Contribution %,Brand,Region,Reporting Week,Amazon store,Start date,End date,Parent ASIN,ASIN,FNSKU,MSKU,Currency code,Average sales price,Units sold,Units returned,Net units sold,Sales,Net sales,AWD Transportation Fee per unit,AWD Transportation Fee quantity,AWD Transportation Fee total,AWD outbound processing fee per unit,AWD outbound processing fee quantity,AWD outbound processing fee total,Base fulfillment fee per unit,Base fulfillment fee quantity,Base fulfillment fee total,Base monthly storage fee per unit,Base monthly storage fee quantity,Base monthly storage fee total,FBA Inventory Reimbursement per unit,FBA Inventory Reimbursement quantity,FBA Inventory Reimbursement total,FBA fulfillment fees per unit,FBA fulfillment fees quantity,FBA fulfillment fees total,Low-inventory-level fee per unit,Low-inventory-level fee quantity,Low-inventory-level fee total,Monthly inventory storage fee per unit,Monthly inventory storage fee quantity,Monthly inventory storage fee total,Referral Fee Refunds per unit,Referral Fee Refunds quantity,Referral Fee Refunds total,Referral fee per unit,Referral fee quantity,Referral fee total,Refund administration fee per unit,Refund administration fee quantity,Refund administration fee total,Storage utilization surcharge per unit,Storage utilization surcharge quantity,Storage utilization surcharge total,Sponsored Products charge per unit,Sponsored Products charge quantity,Sponsored Products charge total,Net proceeds total,Net proceeds per net unit sold,AWD Storage Fee per unit,AWD Storage Fee quantity,AWD Storage Fee total,FBA removal order fee per unit,FBA removal order fee quantity,FBA removal order fee total,Inbound Transportation Fee per unit,Inbound Transportation Fee quantity,Inbound Transportation Fee total,FBA inbound placement service fee per unit,FBA inbound placement service fee quantity,FBA inbound placement service fee total,Aged inventory surcharge per unit,Aged inventory surcharge quantity,Aged inventory surcharge total
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Get Smoked Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B08ZH6HG89,B08ZH6HG89,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B08ZH7M2J6,B08ZH7M2J6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.37,4.607632096,"Meowijuana Get Higher Bundle | Get Higher Kite Refillable Toy, King Size Catnip Joints, and Whisker Tickle | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,24.17473581,0.7240112551,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BV884FDV,B08ZHDPPNH,,,CAD,34.99,2,0,2,69.98,69.98,,,,,,,7.65,2,15.3,,,,,,,7.65,2,15.3,,,,,,,,,,5.25,2,10.5,,,,,,,0.719333,15,10.79,33.39,16.695,,,,,,,,,,,,,,,
2.26,3.089984729,Meowijuana Sleepy Time Bundle | Get Hung Refillable Moon and Stars Toy and Mice Dreams Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F57CRF78,B08ZHSFPT4,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BBNBR49B,B0BBNBR49B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,4.799047079,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (HH, SS, RMM)",1,Blends,PIll Bottles,-4.36,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BBND4WFP,B0BBND4WFP,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.622857,7,4.36,-4.36,,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BBNGJZYJ,B0BBNGJZYJ,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,4.799047079,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (to, GP, RMM)",1,Blends,PIll Bottles,-5.16,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BBNKH9V7,B0BBNKH9V7,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645,8,5.16,-5.16,,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Stargazer Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B095X6Q49F,B0BBQ4VNBW,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.1,2.871224748,Meowijuana | Furry and Bright Bundle | Get Blitzed Reindeer and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,2fer,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BLWHD7N1,B0BL5KYLQR,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.884897247,Meowijuana | Get Stuffed Bundle | Get Stuffed Stocking and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,-2.5,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BLWHD7N1,B0BL5MM9V5,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,4,2.5,-2.5,,,,,,,,,,,,,,,,
2.05,2.802862254,Meowijuana | Get Twisted Bundle | Get Twisted Candy Cane and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BLWHD7N1,B0BL5P83QD,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.4,1.914149832,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Funky Monkey + Happy Grass Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,1,Cat Toys,JnJ,40.1575505,0.8748921678,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F57CH9YT,B0BSM9K4CH,,,CAD,25.97,3,0,3,77.91,77.91,,,,,,,8.43,2,16.86,,,,,,,8.43,2,16.86,,,,,,,,,,3.9,3,11.7,,,,,,,0.492857,7,3.45,45.9,15.3,,,,,,,,,,,,,,,
2.24,3.062639731,Meowijuana | Get Toasted Bundle | Get Toasted Refillable Champagne Toy and Purrple Passion Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSM9T5TX,B0BSM9T5TX,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.56,3.500159693,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Deep Sea Squid + Sierra Sunshine Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,0,Cat Toys,JnJ,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F57CH9YT,B0BSMBZN6Y,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.09,2.857552249,Meowijuana Get a Rise Bundle | Get a Rise Refillable Balloon Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F57CRF78,B0BSMC7RWX,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMF48M6,B0BSMF48M6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMM1TJW,B0BSMM1TJW,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.14,2.925914743,Meowijuana Clawsome Bundle | Get Smoked Refillable Trout Toy and Paw Natural OG Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F57CRF78,B0BSMP5RL3,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Get Blasted Bundle | Get Blasted Refillable Rocket Wand Toy and Skullcap Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMPZNBD,B0BSMPZNBD,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.34,3.199364719,Meowijuana Honey Bee Bundle | Get Buzzed Honey Bee Wand Toy and Honeysuckle Haze Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F57CRF78,B0BSMQF7C5,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.27,3.103657228,Meowijuana | Pawty Animal Bundle | Get Smashed Refillable Llama Pinata Wand Toy and Garden Pawty Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Wands,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMRJ96B,B0BSMRJ96B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.18,2.980604738,Meowijuana | Get Chilled Bundle | Get Chilled Refillable Snow Cone Toy and Feline Frost Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0B6R382FN,B0BSMT2QZL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.11,2.884897247,Meowijuana | Get Rocked Bundle | Get Rocked String of Stones Catnip Toy and Rocky Mountain Mellow Catnip Blend | Promotes Play and Cat Health,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMWLK74,B0BSMWLK74,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.23,3.048967232,Meowijuana | Get Cheezy Bundle | Get Cheezy Refillable Cheese Toy and Whisker Tickler Catnip Blend | Promotes Play and Cat Health | Includes Organic Catnip,1,Cat Toys,Plushes,-47.75,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMY3P36,B0BSMY3P36,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.290541,37,47.75,-47.75,,,,,,,,,,,,,,,,
2.43,3.322417208,Meowijuana | Get a Ride Bundle | Get a Ride Refillable Magic Carpet Toy and Thyme Out Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BSMZC1ZY,B0BSMZC1ZY,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.93,4.006042148,Meowijuana Rainbow Bundle | Get Kickin' Refillable Rainbow Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Kickers ,-2.522084297,-0.4593960468,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0B6R382FN,B0C1T8JFHL,,,CAD,26.99,3,1,2,80.97,53.98,,,,,,,8.99,3,26.97,,,,,,,8.99,3,26.97,,,,,,,-4.05,1,-4.05,4.05,3,12.15,0.81,1,0.81,,,,0.700556,18,12.61,5.49,2.745,,,,,,,,,,,,,,,
2,2.73449976,Meowijuana Kicker Toy for Cats | Get Kickin' Gummy Worm | Refillable Kicker Catnip Toy | Promotes Play and Cat Health | Includes Potent Hand Harvested Catnip Grown in North America,0,Cat Toys,Kickers,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLQ2F8HQ,B0D9MYHP1P,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.32,1.804769842,Meowijuana Knock N' Nibble Avocado & Chicken Treat Bundle | Crunchie Munchie Low Calorie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-10.92430952,-1.982633308,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F4YRY63M,B0D9PMPR6J,,,CAD,25.173333,3,0,3,75.52,75.52,,,,,,,8.3,4,33.2,,,,,,,8.3,4,33.2,,,,,,,,,,3.75,3,11.25,,,,,,,0.812889,45,36.58,-5.51,-1.836667,,,,,,,,,,,,,,,
2.17,2.96693224,Meowijuana Knock N' Nibble Starfish & Seafood Treat Bundle | Crunchie Munchie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-4.391593438,-0.3274864607,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F4YRY63M,B0D9PMWC7K,,,CAD,25.076667,6,0,6,150.46,150.46,,,,,,,8.3,6,49.8,,,,,,,8.3,6,49.8,,,,,,,,,,3.75,6,22.5,,,,,,,0.875,74,64.75,13.41,2.235,,,,,,,,,,,,,,,
1.39,1.900477333,Meowijuana Refillable Cat Toys | Get Silly - Furry Friend Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLQ2F8HQ,B0D9PMWQ44,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.89,2.584102273,Meowijuana Refillable Cat Toys | Get Spacey - Planet and Meteor Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,-36.12820455,-1.166931671,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLQ2F8HQ,B0D9PN38GG,,,CAD,15.99,2,0,2,31.98,31.98,,,,,,,6.49,2,12.98,,,,,,,6.49,2,12.98,,,,,,,,,,2.4,2,4.8,,,,,,,0.684242,66,45.16,-30.96,-15.48,,,,,,,,,,,,,,,
1.2,1.640699856,Meowijuana Refillable Cat Toys | Get Hungry - Burger and Fries Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,-8.19349928,-819.349928,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLQ2F8HQ,B0D9PNDC1Q,,,CAD,15.99,5,0,5,79.95,79.95,,,,,,,6.58,5,32.9,,,,,,,6.58,5,32.9,,,,,,,,,,2.4,5,12,,,,,,,0.7008,50,35.04,0.01,0.002,,,,,,,,,,,,,,,
2.49,3.404452201,Meowijuana Crunchie Munchie Catnip Treats Bundle | 2 Seafood Medley and 1 Chicken | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,-8.08,-1,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLCST549,B0DKVHHPDZ,,,CAD,0,0,0,0,-0.56,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.683636,11,7.52,-8.08,,,,,,,,,,,,,,,,
2.49,3.404452201,Meowijuana Crunchie Munchie Catnip Treats Bundle | 2 Chicken and 1 Seafood Medley | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,11.8066434,0.5361781742,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLCST549,B0DKVHP6MS,,,CAD,19.99,3,0,3,59.97,59.97,,,,,,,7.54,3,22.62,,,,,,,7.54,3,22.62,,,,,,,,,,3,3,9,,,,,,,0.68875,8,5.51,22.02,7.34,,,,,,,,,,,,,,,
3.02,4.129094638,Meowijuana Sprinkle 'n' Scratch | Rainbow Trout Hanging Cardboard Cat Scratching Post | Interactive Feline Nail Health and Scratcher for Homes with Multiple Felines,0,Cat Toys,Scratchers,-19.61909464,-1.26656518,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0FX8578M2,B0DL72SKBS,,,CAD,16.99,1,0,1,16.99,16.99,,,,,,,17.23,1,17.23,,,,-3.97,1,-3.97,17.23,1,17.23,,,,,,,,,,2.55,1,2.55,,,,,,,0.6668,25,16.67,-15.49,-15.49,,,,,,,,,,,,,,,
1.1,1.503974868,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0BV89K9Z9,B0DN8KMKRK,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
0.55,0.751987434,Meowijuana Silvervine Sticks | 4” Chew Sticks for Cats | Promote Healthy Chewing Habits and Dental Health | Freshly Harvested from Silverine Plants,0,Clamshells,Silvervine Sticks,147.3806283,0.7967381787,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0F64D223S,B0DN8L8DHN,,,CAD,12.991765,51,1,50,662.58,649.59,,,,,,,3.93,57,224.01,,,,,,,3.93,57,224.01,,,,,,,-1.95,1,-1.95,1.95,51,99.45,0.39,1,0.39,,,,0.6811,209,142.35,184.98,3.6996,,,,,,,,,,,,,,,
1.77,2.420032288,Meowijuana | Catnip Filled Cigar Toy | Promotes Play and Cat Health | Includes Organic Catnip Grown in North America | Feline and Cat Lover Approved,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DLQ2F8HQ,B0DNLQ49TS,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.87,2.556757276,Meowijuana Catnip & Silvervine Spray - 3 oz | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W01,CA,1/4/2026,1/10/2026,B0DQF8R5XL,B0DQF8R5XL,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.54,3.54,Meowijuana | Dried Catnip Buds Jar | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys | Fresh Catnip for Extended Playtime | Elevate Your Cat's Enjoyment,0,Cat Jars,Buds,319.0073,0.3631986618,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B0DJRY5QZR,B00U6DJCR8,,,USD,20.073812,160,2,158,3211.81,3171.83,,,,,,,4.16,181,752.96,,,,-12.83,1,-12.83,4.16,181,752.96,,,,,,,-3,2,-6,2.994444,162,485.1,0.6,2,1.2,,,,1.41374,655,926,878.3273,5.559034,0.000587,1261,0.74,,,,0.137144,1067,146.3327,,,,,,
1.84,1.84,"Meowijuana Purrple Passion - Premium Silvervine and Catnip Blend - Purrfect Gift For Cats, Kitties, Felines, and Cat Lovers",0,Blends,Pill Bottles,-20.55,-0.0765848023,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B0DJRY5QZR,B00U6EGXGK,,,USD,10.115155,161,4,157,1628.54,1588.58,,,,,,,3.15,262,825.3,,,,-5.34,1,-5.34,3.15,262,825.3,,,,,,,-1.5,3,-4.5,1.5,166,249,0.3,3,0.9,,,,0.837276,301,252.02,268.33,1.709108,0.000329,2400,0.79,1.04,2,2.08,,,,,,,,,
1.76,1.76,Meowijuana Good Vibes Kalico Kush | Valerian Root and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,157.9971,0.3697766625,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B0DJRY5QZR,B00U869UMK,,,USD,9.121911,157,4,153,1432.14,1396.18,,,,,,,3.15,181,570.15,,,,-4.49,1,-4.49,3.15,181,570.15,,,,,,,-1.35,4,-5.4,1.35,160,216,0.27,4,1.08,,,,0.722275,211,152.4,427.2771,2.792661,0.000246,1950,0.48,,,,0.048354,800,38.6829,,,,,,
1.75,1.75,Meowijuana Meowi-Waui | Bud Shake and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,-757.7366,-1.077115897,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B01E7B5DZ4,B00U86E6Z6,,,USD,10.010312,32,1,31,320.33,310.94,,,,,,,3.164286,147,465.15,,,,-3.2,2,-6.4,3.875714,147,569.73,0.72625,144,104.58,,,,-1.41,1,-1.41,1.492258,31,46.26,0.28,1,0.28,,,,1.321522,276,364.74,-703.4866,-22.693116,,,,,,,0.048502,850,41.2266,,,,,,
1.1,1.1,Meowijuana Crunchie Munchie Catnip Treats | Chicken | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,0,Cat Treats,Crunchie Munchies,-6.86,-1,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B0DJRTF8RJ,B00UDP417A,,,USD,0,0,0,0,0.62,0.62,,,,,,,3.39,2,6.78,,,,,,,3.39,2,6.78,,,,,,,,,,0.7,1,0.7,,,,,,,,,,-6.86,,,,,,,,,,,,,,,,
,0,Meowijuana Men's Baseball Design T-Shirt X-Large Charcoal,0,Other,Apparel ,7.3,1,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B00UDP42NS,B00UDP42NS,,,USD,8.59,1,0,1,8.59,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1,1.29,,,,,,,,,,7.3,7.3,,,,,,,,,,,,,,,
1.5,1.5,"Meowijuana | 1oz. Premium Catnip Spray | Organic | High Potency | Use On Cat Toys, Teasers, and Scratchers | Grown In North America | Feline and Cat Lover Approved",0,Oils,Sprays,17.36,0.8526522593,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B08ZHZ1T3C,B0108I6PZC,,,USD,11.98,2,0,2,23.96,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2,3.6,,,,,,,,,,20.36,10.18,,,,,,,,,,,,,,,
,0,Meowijuana | Cigar Box | Grand Daddy Purr Catnip Buds | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys,0,Other,Cigar Box,25.5105,1,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B017ME6VMW,B017ME6VMW,,,USD,24.99,3,0,3,74.97,74.97,,,,,,,4.43,5,22.15,,,,,,,4.43,5,22.15,,,,,,,,,,3.75,3,11.25,,,,,,,,,,25.5105,8.5035,0.001382,275,0.38,1.04,1,1.04,0.073197,200,14.6395,,,,,,
1.25,1.25,Meowijuana | King Size Catnip Joints | Organic | Dried Premium Ground Catnip | High Potency | Grown in North America | Feline and Cat Lover Approved,0,Clamshells,Rollies,-3.25,-1,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B0DJRY33CT,B01MEEJAML,,,USD,0,0,0,0,0,0,,,,,,,3.25,1,3.25,,,,,,,3.25,1,3.25,,,,,,,,,,,,,,,,,,,,,,-3.25,,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B07K1NLFZ6,B07K1NLFZ6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.8,1.8,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,215.16,0.5759717314,SmarterPaw LLC dba Meowijuana,US,2026-W01,US,1/4/2026,1/10/2026,B08ZHZ1T3C,B07KPRTSMT,,,USD,10.332857,91,3,88,940.29,912.82,,,,,,,3.29,5,16.45,,,,-2.41,3,-7.23,3.85,5,19.25,0.7,4,2.8,,,,-1.4,3,-4.2,1.552716,81,125.77,0.28,3,0.84,,,,1.513846,104,157.44,373.56,4.245,,,,1.04,1,1.04,0.109489,2250,246.35,,,,,,
